PROBE_ID	Symbol
ILMN_1668814	CENPM
ILMN_2368721	CENPM
ILMN_1748241	CENPP
ILMN_1670769	CENPQ
ILMN_3246608	CENPV
ILMN_1763907	CENPW
ILMN_1806825	CEP128
ILMN_1693766	CEP135
ILMN_2223805	CEP41
ILMN_1797209	CEP41
ILMN_1747016	CEP55
ILMN_3265365	CEP78
ILMN_3185161	CEP78
ILMN_1750563	CERCAM
ILMN_1673232	CERS1
ILMN_2208495	CERS5
ILMN_1767662	CERS6
ILMN_1657803	CFH
ILMN_1727815	CFI
ILMN_1705617	CFL1
ILMN_1789830	CFLAR
ILMN_2387090	CGGBP1
ILMN_1752631	CGGBP1
ILMN_1746801	CGN
ILMN_1730229	CGNL1
ILMN_1681008	CGRRF1
ILMN_1741021	CH25H
ILMN_1739241	CHAC1
ILMN_2148150	CHAC2
ILMN_1729976	CHAMP1
ILMN_1740170	CHCHD10
ILMN_1813938	CHCHD4
ILMN_1797530	CHCHD5
ILMN_1785161	CHCHD6
ILMN_2370414	CHD3
ILMN_1658411	CHD4
ILMN_1677376	CHD7
ILMN_1762972	CHD9
ILMN_1653828	CHFR
ILMN_3307868	CHI3L1
ILMN_1658504	CHKA
ILMN_1671893	CHMP2A
ILMN_1656621	CHMP2A
ILMN_1762932	CHMP2A
ILMN_2406043	CHMP3
ILMN_1683827	CHMP3
ILMN_1715607	CHMP4A
ILMN_1771233	CHMP4B
ILMN_1711542	CHMP4C
ILMN_3251545	CHMP5
ILMN_1678493	CHN1
ILMN_1731353	CHPF
ILMN_1772991	CHPF2
ILMN_1722390	CHRAC1
ILMN_1795582	CHRD
ILMN_1798700	CHRNA1
ILMN_1770044	CHRNA5
ILMN_1741131	CHRNB1
ILMN_1677719	CHST1
ILMN_1743340	CHST14
ILMN_1723481	CHST3
ILMN_1791576	CHSY1
ILMN_1740407	CHSY3
ILMN_1798177	CHURC1
ILMN_1714489	CIB2
ILMN_1674661	CIRBP
ILMN_1796235	CIRH1A
ILMN_2122953	CISD1
ILMN_2122952	CISD1
ILMN_1663092	CITED2
ILMN_1787691	CITED4
ILMN_2181060	CKAP2
ILMN_1674411	CKAP2
ILMN_1751776	CKAP2L
ILMN_1790891	CKAP4
ILMN_1671478	CKB
ILMN_1712389	CKLF
ILMN_2414027	CKLF
ILMN_1719256	CKS1B
ILMN_2041046	CKS1B
ILMN_2072296	CKS2
ILMN_1756326	CKS2
ILMN_1700507	CLASP1
ILMN_1671933	CLCC1
ILMN_1787576	CLCNKA
ILMN_1721818	CLDN10
ILMN_1754103	CLDN11
ILMN_1725338	CLDN23
ILMN_2143685	CLDN7
ILMN_2142185	CLEC14A
ILMN_1691339	CLEC1A
ILMN_1678775	CLEC2D
ILMN_1682176	CLEC3B
ILMN_2050813	CLGN
ILMN_1796423	CLIC3
ILMN_2063586	CLIC4
ILMN_2063584	CLIC4
ILMN_1671250	CLIC4
ILMN_1699665	CLIC6
ILMN_1745076	CLINT1
ILMN_2404085	CLIP1
ILMN_2352190	CLIP2
ILMN_1789733	CLIP3
ILMN_1759792	CLIP4
ILMN_1652790	CLK1
ILMN_2362911	CLK2
ILMN_1656248	CLMP
ILMN_1669281	CLN3
ILMN_2394381	CLN3
ILMN_1778203	CLN5
ILMN_1869087	CLOCK
ILMN_1659976	CLP1
ILMN_2415179	CLSTN1
ILMN_2355042	CLUAP1
ILMN_1663538	CLYBL
ILMN_1712088	CLYBL
ILMN_1704084	CMAHP
ILMN_1714082	CMAS
ILMN_1709634	CMBL
ILMN_1783333	CMC2
ILMN_1738642	CMPK1
ILMN_2104877	CMPK1
ILMN_2215545	CMSS1
ILMN_1705753	CMSS1
ILMN_1696494	CMTM6
ILMN_1710124	CMTM8
ILMN_2169839	CNBP
ILMN_1653134	CNEP1R1
ILMN_1803838	CNFN
ILMN_1698733	CNIH2
ILMN_1810054	CNN1
ILMN_1770290	CNN2
ILMN_1708486	CNN2
ILMN_1782439	CNN3
ILMN_1657750	CNNM1
ILMN_1682501	CNOT1
ILMN_1708906	CNOT11
ILMN_1795419	CNPPD1
ILMN_2252408	CNPY4
ILMN_3232894	CNRIP1
ILMN_2182148	CNRIP1
ILMN_3187324	CNRIP1
ILMN_1670263	CNST
ILMN_1809456	CNTFR
ILMN_1717599	CNTN3
ILMN_1692398	CNTNAP1
ILMN_2081335	COA1
ILMN_1681741	COA6
ILMN_1711888	COBL
ILMN_1711514	COCH
ILMN_1779530	COG6
ILMN_1783815	COG7
ILMN_1789507	COL11A1
ILMN_2392803	COL11A1
ILMN_1733756	COL12A1
ILMN_1768940	COL15A1
ILMN_1684554	COL16A1
ILMN_1806733	COL18A1
ILMN_1701308	COL1A1
ILMN_2104356	COL1A2
ILMN_1785272	COL1A2
ILMN_1788377	COL27A1
ILMN_1773079	COL3A1
ILMN_1653028	COL4A1
ILMN_1724994	COL4A2
ILMN_1706505	COL5A1
ILMN_1729117	COL5A2
ILMN_1796288	COL5A3
ILMN_1732151	COL6A1
ILMN_1783909	COL6A2
ILMN_1809928	COL6A2
ILMN_2307861	COL6A3
ILMN_1706643	COL6A3
ILMN_1751161	COL7A1
ILMN_1685433	COL8A1
ILMN_2402392	COL8A1
ILMN_2246563	COL8A1
ILMN_2102330	COL8A2
ILMN_1685122	COL9A2
ILMN_1689088	COLEC12
ILMN_2094905	COMMD10
ILMN_1810334	COMMD7
ILMN_1677636	COMP
ILMN_1730084	COMT
ILMN_1811615	COPA
ILMN_1699112	COPB1
ILMN_1684385	COPB2
ILMN_1708204	COPG1
ILMN_1752947	COPRS
ILMN_1758412	COPS7A
ILMN_1667361	COPZ2
ILMN_1666364	COQ10A
ILMN_1770936	COQ5
ILMN_1713749	CORO1A
ILMN_1745954	CORO1C
ILMN_1813746	CORO2A
ILMN_1788283	COTL1
ILMN_2187718	COX17
ILMN_1808584	COX20
ILMN_1783636	COX6A1
ILMN_2176467	COX6B2
ILMN_1654151	COX6C
ILMN_2184049	COX7B
ILMN_1784294	CPA4
ILMN_1703074	CPD
ILMN_1731374	CPE
ILMN_2369603	CPEB1
ILMN_1677038	CPED1
ILMN_1773576	CPNE3
ILMN_2169761	CPNE8
ILMN_1722294	CPNE8
ILMN_1662865	CPPED1
ILMN_1654545	CPSF1
ILMN_1773855	CPT1C
ILMN_2400759	CPVL
ILMN_1690170	CRABP2
ILMN_1723092	CRB3
ILMN_1841334	CREB1
ILMN_1703072	CREB3
ILMN_1749032	CREB3L1
ILMN_1751097	CREB3L2
ILMN_1731714	CREB5
ILMN_1680624	CREG1
ILMN_1808613	CRELD1
ILMN_1739558	CRELD1
ILMN_2146418	CRIM1
ILMN_1656920	CRIP1
ILMN_1694432	CRIP2
ILMN_2140700	CRIPAK
ILMN_1790689	CRISPLD2
ILMN_1686805	CRK
ILMN_1666494	CRK
ILMN_1789541	CRMP1
ILMN_1658384	CRTAC1
ILMN_1665235	CRTAP
ILMN_3260715	CRTC3
ILMN_1760593	CRY1
ILMN_1729216	CRYAB
ILMN_1714397	CRYL1
ILMN_1672389	CRYZ
ILMN_3307648	CS
ILMN_1806787	CSDC2
ILMN_1706238	CSE1L
ILMN_2376458	CSF2RA
ILMN_1775432	CSMD2
ILMN_2364174	CSNK1A1
ILMN_2415235	CSNK1E
ILMN_1706521	CSNK1G2
ILMN_1811921	CSRP1
ILMN_1660806	CSRP2
ILMN_1690386	CSRP2BP
ILMN_1698666	CST6
ILMN_1758339	CSTF1
ILMN_1762002	CSTF3
ILMN_2397880	CSTF3
ILMN_1808779	CSTF3
ILMN_1719158	CTBP1
ILMN_2144573	CTBS
ILMN_2144574	CTBS
ILMN_1728163	CTDSP1
ILMN_1692962	CTDSP2
ILMN_2392189	CTDSPL
ILMN_1661804	CTF1
ILMN_1699829	CTGF
ILMN_2115125	CTGF
ILMN_2305112	CTH
ILMN_1777060	CTH
ILMN_2305116	CTH
ILMN_1725090	CTHRC1
ILMN_2117508	CTHRC1
ILMN_1655563	CTIF
ILMN_1804854	CTNNA1
ILMN_2230902	CTNNA1
ILMN_1688103	CTNNBIP1
ILMN_1807719	CTNS
ILMN_1783285	CTPS1
ILMN_1767643	CTRB2
ILMN_2359742	CTSB
ILMN_1696360	CTSB
ILMN_1696347	CTSC
ILMN_1804955	CTSF
ILMN_2390853	CTSH
ILMN_1758895	CTSK
ILMN_1748352	CTSL2
ILMN_1769633	CTSO
ILMN_1794364	CTSW
ILMN_1744912	CTTN
ILMN_2393712	CTTN
ILMN_1676665	CUEDC1
ILMN_1749629	CUL1
ILMN_1695792	CUL4A
ILMN_2331163	CUL4A
ILMN_1672393	CUL7
ILMN_1686194	CWC27
ILMN_1796925	CXADR
ILMN_1791447	CXCL12
ILMN_1689111	CXCL12
ILMN_1803825	CXCL12
ILMN_1728478	CXCL16
ILMN_2161577	CXCL6
ILMN_1779234	CXCL6
ILMN_1801584	CXCR4
ILMN_2320888	CXCR4
ILMN_1798360	CXCR7
ILMN_2371458	CXCR7
ILMN_1703279	CXorf57
ILMN_3307729	CXXC5
ILMN_1745256	CXXC5
ILMN_2312194	CYB5A
ILMN_1714167	CYB5A
ILMN_1670925	CYB5D1
ILMN_1696254	CYB5D2
ILMN_2308582	CYB5R3
ILMN_1740441	CYB5R3
ILMN_1744604	CYBA
ILMN_2087692	CYBRD1
ILMN_1712305	CYBRD1
ILMN_2355462	CYFIP1
ILMN_2355463	CYFIP1
ILMN_1677200	CYFIP2
ILMN_2354478	CYFIP2
ILMN_1693338	CYP1B1
ILMN_2391333	CYP20A1
ILMN_1718177	CYP20A1
ILMN_1812297	CYP26B1
ILMN_1704985	CYP27A1
ILMN_1758731	CYP2J2
ILMN_1705403	CYP2S1
ILMN_2054607	CYP4V2
ILMN_1664718	CYP51A1
ILMN_2188264	CYR61
ILMN_1761566	CYSTM1
ILMN_2403852	CYTH1
ILMN_1694084	CYTH1
ILMN_2377459	CYTH2
ILMN_1713918	CYTH3
ILMN_2160727	CYTH3
ILMN_2206272	D2HGDH
ILMN_1787251	DAAM1
ILMN_2046470	DAAM1
ILMN_1752668	DAAM2
ILMN_2128428	DAB2
ILMN_1764228	DAB2
ILMN_1755741	DACH1
ILMN_2328094	DACT1
ILMN_1801068	DACT1
ILMN_1733851	DACT3
ILMN_3235467	DAD1P1
ILMN_2112493	DAP
ILMN_1708340	DAPK1
ILMN_1792710	DAPK3
ILMN_2097410	DAPP1
ILMN_1676191	DARS2
ILMN_1769926	DBN1
ILMN_1757270	DBN1
ILMN_2374352	DBNDD1
ILMN_1757631	DBNDD1
ILMN_1698307	DBNL
ILMN_2376289	DBNL
ILMN_1765825	DCAF11
ILMN_2192620	DCAF15
ILMN_1670000	DCAF6
ILMN_1698985	DCAF6
ILMN_3244963	DCAF8
ILMN_1811648	DCAKD
ILMN_1695604	DCBLD1
ILMN_1735499	DCBLD2
ILMN_2174127	DCBLD2
ILMN_1739640	DCHS1
ILMN_2407434	DCLK2
ILMN_1719449	DCLK2
ILMN_2347145	DCN
ILMN_1768227	DCN
ILMN_1683194	DCN
ILMN_1802456	DCTD
ILMN_2415011	DCTD
ILMN_2412807	DCTN1
ILMN_1762281	DCTN3
ILMN_1741564	DCTN4
ILMN_1665455	DCUN1D3
ILMN_2389429	DCUN1D4
ILMN_1801403	DCUN1D4
ILMN_1681437	DCXR
ILMN_1668507	DDAH1
ILMN_1770787	DDAH2
ILMN_1660817	DDB2
ILMN_1676984	DDIT3
ILMN_1661599	DDIT4
ILMN_1696537	DDIT4L
ILMN_2410523	DDR2
ILMN_1690982	DDT
ILMN_1774513	DDX17
ILMN_1675124	DDX17
ILMN_2371590	DDX17
ILMN_1741736	DDX28
ILMN_1747303	DDX39A
ILMN_1695983	DDX42
ILMN_1727001	DDX46
ILMN_1814859	DDX47
ILMN_1712320	DDX50
ILMN_1783337	DECR2
ILMN_1656718	DEF8
ILMN_1780058	DEGS1
ILMN_1667430	DEGS1
ILMN_3245413	DENND5A
ILMN_1785356	DENND5A
ILMN_1659029	DENND6B
ILMN_1802819	DEPDC1
ILMN_2103685	DEPDC1B
ILMN_2209748	DERL1
ILMN_1698995	DES
ILMN_1737580	DESI1
ILMN_1660840	DESI2
ILMN_1670145	DFNA5
ILMN_1713301	DGCR2
ILMN_3245688	DGCR6L
ILMN_1694223	DGCR8
ILMN_1718266	DGKI
ILMN_1793017	DGKQ
ILMN_1725510	DHCR24
ILMN_2165867	DHCR7
ILMN_1815626	DHCR7
ILMN_1790781	DHRS13
ILMN_1752478	DHRS3
ILMN_2185884	DHRS4
ILMN_1762666	DHRS4
ILMN_3187771	DHRS4-AS1
ILMN_3261811	DHRS4-AS1
ILMN_1761450	DHRS4L2
ILMN_1807455	DHRS7
ILMN_1707901	DHRS7B
ILMN_2248589	DHX40
ILMN_1803312	DIMT1
ILMN_1737650	DIO2
ILMN_1688877	DIRAS3
ILMN_2174215	DIRAS3
ILMN_1736704	DIXDC1
ILMN_2375830	DIXDC1
ILMN_1671257	DKC1
ILMN_1773337	DKK1
ILMN_2174189	DKK1
ILMN_2398159	DKK3
ILMN_1815673	DKK3
ILMN_1698020	DLC1
ILMN_1744709	DLG5
ILMN_3249338	DLG5-AS1
ILMN_1754842	DLGAP4
ILMN_3239771	DLGAP5
ILMN_1749829	DLGAP5
ILMN_1736096	DLL3
ILMN_2285404	DMKN
ILMN_1778319	DMKN
ILMN_2391264	DMKN
ILMN_1689828	DMPK
ILMN_1751785	DMRT2
ILMN_1699491	DMRTA2
ILMN_2119486	DMTF1
ILMN_1750075	DMTF1
ILMN_1714352	DMWD
ILMN_1685052	DNAH1
ILMN_1770127	DNAJA2
ILMN_1776998	DNAJA4
ILMN_1775304	DNAJB1
ILMN_1712929	DNAJB12
ILMN_1653266	DNAJB14
ILMN_2390974	DNAJB2
ILMN_2222317	DNAJB4
ILMN_1793770	DNAJB6
ILMN_1773742	DNAJB9
ILMN_2151541	DNAJC10
ILMN_1656486	DNAJC10
ILMN_1752281	DNAJC13
ILMN_1812666	DNAJC15
ILMN_1814204	DNAJC28
ILMN_3246801	DNAJC30
ILMN_1771824	DNAJC30
ILMN_3307827	DNAJC4
ILMN_1791679	DNER
ILMN_2112049	DNLZ
ILMN_1685260	DNM1L
ILMN_2286800	DNM1L
ILMN_1680928	DNM3
ILMN_1691393	DNPEP
ILMN_1715789	DOCK1
ILMN_1702301	DOCK10
ILMN_1765860	DOCK11
ILMN_1712352	DOCK3
ILMN_1788931	DOCK8
ILMN_1773413	DOCK9
ILMN_1774261	DOK4
ILMN_1728572	DOK5
ILMN_1726990	DOM3Z
ILMN_2180239	DOPEY2
ILMN_1741711	DOPEY2
ILMN_1756723	DPP7
ILMN_1769135	DPP7
ILMN_2252309	DPP7
ILMN_2312732	DPP8
ILMN_1759801	DPP8
ILMN_1708107	DPT
ILMN_1791296	DPY19L1
ILMN_1775573	DPY19L4
ILMN_2131880	DPY30
ILMN_2131882	DPY30
ILMN_1672503	DPYSL2
ILMN_1679262	DPYSL3
ILMN_1669376	DRAM1
ILMN_2112301	DRAP1
ILMN_1663119	DSC2
ILMN_1709257	DSCR6
ILMN_1706498	DSE
ILMN_2167915	DSEL
ILMN_1722680	DSEL
ILMN_3251672	DSG2
ILMN_1655614	DSP
ILMN_2287157	DST
ILMN_2380698	DSTN
ILMN_1706426	DSTN
ILMN_1794294	DSTN
ILMN_1783806	DTNBP1
ILMN_1740861	DTWD1
ILMN_2207816	DTWD1
ILMN_1781285	DUSP1
ILMN_2401873	DUSP10
ILMN_2401878	DUSP10
ILMN_1666546	DUSP14
ILMN_1659462	DUSP23
ILMN_1667578	DUSP26
ILMN_1797522	DUSP3
ILMN_1732688	DUT
ILMN_2374778	DUT
ILMN_2117809	DUXAP3
ILMN_2137464	DVL3
ILMN_1780302	DYNC1H1
ILMN_1783448	DYNC1LI2
ILMN_2343310	DYNC2H1
ILMN_1795227	DYNLL1
ILMN_1658053	DYNLRB1
ILMN_2374244	DYRK2
ILMN_1684184	DYRK2
ILMN_2078466	DZIP1L
ILMN_1777233	E2F2
ILMN_1782551	E2F5
ILMN_1758750	EARS2
ILMN_1791896	EBAG9
ILMN_1729144	EBAG9
ILMN_1778681	EBF1
ILMN_1707232	EBF3
ILMN_2186877	EBLN2
ILMN_2073604	EBP
ILMN_1672174	ECE1
ILMN_2275248	ECE2
ILMN_1762883	ECE2
ILMN_2203491	ECEL1
ILMN_1762134	ECHDC1
ILMN_2072178	ECHDC3
ILMN_1658333	ECM1
ILMN_2228938	ECM2
ILMN_2233604	ECSIT
ILMN_1717173	ECT2
ILMN_1779828	EDEM1
ILMN_1711909	EDEM2
ILMN_2065299	EDEM3
ILMN_1689976	EDIL3
ILMN_1796629	EDNRA
ILMN_3251737	EEF1A1
ILMN_2038774	EEF1A1
ILMN_3243441	EEF1A1P9
ILMN_2108735	EEF1A2
ILMN_2318725	EEF1B2
ILMN_1694587	EEF1B2
ILMN_2408039	EEF1D
ILMN_1782543	EEF1D
ILMN_1738383	EEF2
ILMN_1789171	EEF2K
ILMN_1735877	EFEMP1
ILMN_2350634	EFEMP1
ILMN_1673880	EFEMP1
ILMN_1653203	EFEMP2
ILMN_1761463	EFHD2
ILMN_2371055	EFNA1
ILMN_1664776	EFR3A
ILMN_1849494	EFR3B
ILMN_1690733	EGF
ILMN_1669898	EGFL7
ILMN_1798975	EGFR
ILMN_1749892	EGLN1
ILMN_2354391	EGLN2
ILMN_1762899	EGR1
ILMN_1803348	EHBP1
ILMN_3244457	EHBP1L1
ILMN_1651832	EHD1
ILMN_1808777	EHD2
ILMN_1671473	EHD3
ILMN_1669394	EI24
ILMN_1726138	EI24
ILMN_1775269	EID1
ILMN_1704472	EID2
ILMN_1755537	EIF1AY
ILMN_1679324	EIF1B
ILMN_3250614	EIF2AK1
ILMN_1706502	EIF2AK2
ILMN_1755114	EIF2AK4
ILMN_1665717	EIF2S3
ILMN_1708164	EIF3A
ILMN_2379469	EIF3B
ILMN_1739257	EIF3E
ILMN_1689446	EIF3G
ILMN_1671291	EIF3I
ILMN_1815345	EIF3J
ILMN_3251629	EIF4A1
ILMN_1722900	EIF4A1
ILMN_1655497	EIF4B
ILMN_2225144	EIF4E3
ILMN_1767324	EIF4EBP1
ILMN_1728083	EIF4EBP2
ILMN_1768470	EIF4G1
ILMN_2380946	EIF4G2
ILMN_1761519	EIF4G2
ILMN_2279635	EIF4G2
ILMN_2304624	EIF4H
ILMN_1776021	EIF4H
ILMN_1815733	EIF5
ILMN_1794522	EIF5A
ILMN_2387636	EIF6
ILMN_1787410	EIF6
ILMN_1718044	ELAC2
ILMN_1764873	ELAVL1
ILMN_1664010	ELF1
ILMN_1691559	ELF2
ILMN_1655930	ELL2
ILMN_1740231	ELMO1
ILMN_1810604	ELMOD1
ILMN_1763091	ELMSAN1
ILMN_2385672	ELN
ILMN_1757506	ELN
ILMN_1692123	ELOVL3
ILMN_2174369	ELOVL5
ILMN_1740213	ELOVL7
ILMN_1709132	ELP2
ILMN_1659339	ELP4
ILMN_2341690	ELP5
ILMN_1708382	ELP6
ILMN_2153280	EMC1
ILMN_1798874	EMC4
ILMN_1794560	EMC6
ILMN_2405592	EMC6
ILMN_1722583	EMC8
ILMN_1711439	EMILIN1
ILMN_1795266	EMILIN3
ILMN_1729455	EML1
ILMN_2411745	EML1
ILMN_1772644	EML3
ILMN_1801616	EMP1
ILMN_1765446	EMP3
ILMN_3241729	EMX2OS
ILMN_1716552	ENAH
ILMN_2370296	ENAH
ILMN_1779147	ENC1
ILMN_1722309	ENDOG
ILMN_1760778	ENG
ILMN_1713835	ENHO
ILMN_1710756	ENO1
ILMN_1765796	ENO2
ILMN_1803676	ENOSF1
ILMN_1700888	ENPP1
ILMN_1780799	ENPP2
ILMN_2373791	ENPP2
ILMN_1781761	ENPP4
ILMN_1660727	ENPP5
ILMN_1758852	ENTPD7
ILMN_2166865	ENY2
ILMN_2136455	EOGT
ILMN_1687084	EOGT
ILMN_1760509	EOMES
ILMN_1704753	EPAS1
ILMN_3244583	EPB41L4A-AS1
ILMN_1654609	EPB41L4A-AS1
ILMN_1770245	EPB41L5
ILMN_2043306	EPB41L5
ILMN_1671686	EPB49
ILMN_2160210	EPCAM
ILMN_3249032	EPCAM
ILMN_2160209	EPCAM
ILMN_1675797	EPDR1
ILMN_1719498	EPHX4
ILMN_1772981	EPN1
ILMN_2168347	EPOR
ILMN_1783695	EPRS
ILMN_1651699	EPS8
ILMN_1671600	EPS8L1
ILMN_2388547	EPSTI1
ILMN_1743145	ERAP2
ILMN_2352131	ERBB2
ILMN_1751346	ERBB3
ILMN_1769195	ERC2
ILMN_2277676	ERCC1
ILMN_1652749	ERF
ILMN_1664068	ERGIC1
ILMN_1724376	ERLEC1
ILMN_1730731	ERLIN1
ILMN_1700549	ERLIN2
ILMN_1715013	ERMAP
ILMN_1751425	ERMP1
ILMN_1744963	ERO1L
ILMN_2229969	ERO1LB
ILMN_1775211	ERO1LB
ILMN_2072622	ERVMER34-1
ILMN_1668092	ESAM
ILMN_1773262	ESM1
ILMN_2212878	ESM1
ILMN_1761159	ESYT1
ILMN_2057573	ESYT2
ILMN_1758034	ETFDH
ILMN_1696028	ETNK1
ILMN_2316778	ETNK1
ILMN_1800130	ETNK2
ILMN_1789596	ETV6
ILMN_1702973	EVA1A
ILMN_3194638	EVA1A
ILMN_3271098	EVA1A
ILMN_1769092	EVA1B
ILMN_1720941	EVC
ILMN_1746314	EVI5
ILMN_1730622	EVL
ILMN_1788625	EXOC5
ILMN_1697736	EXOSC2
ILMN_1745271	EXOSC4
ILMN_2129927	EXT1
ILMN_1761259	EXT2
ILMN_2328029	EXT2
ILMN_1797950	EXTL2
ILMN_2388425	EXTL2
ILMN_1708105	EZH2
ILMN_2364529	EZH2
ILMN_1652913	EZH2
ILMN_1670708	F10
ILMN_2342033	F11R
ILMN_1671766	F12
ILMN_1742866	F2R
ILMN_2041190	F2RL1
ILMN_1673113	F2RL1
ILMN_1728923	F2RL2
ILMN_2129572	F3
ILMN_1797009	F3
ILMN_1696302	FABP5
ILMN_1758658	FADD
ILMN_1666634	FAF1
ILMN_1775542	FAIM3
ILMN_1714418	FAM101B
ILMN_2401779	FAM102A
ILMN_1807201	FAM104A
ILMN_1758672	FAM107B
ILMN_1806487	FAM109B
ILMN_2410038	FAM111A
ILMN_1778845	FAM111A
ILMN_1694070	FAM114A1
ILMN_1675701	FAM114A2
ILMN_1739942	FAM117B
ILMN_3244607	FAM117B
ILMN_2163306	FAM120A
ILMN_1851547	FAM120C
ILMN_1779486	FAM126B
ILMN_1708143	FAM127A
ILMN_3251536	FAM127C
ILMN_2106107	FAM127C
ILMN_1667966	FAM129A
ILMN_1810725	FAM129A
ILMN_1661755	FAM129B
ILMN_2408576	FAM129B
ILMN_1812321	FAM131C
ILMN_2387952	FAM134B
ILMN_1811330	FAM134B
ILMN_3258795	FAM13B
ILMN_1673478	FAM13B
ILMN_1786278	FAM149A
ILMN_3245452	FAM149B1
ILMN_1753933	FAM150A
ILMN_2089752	FAM150B
ILMN_3247082	FAM150B
ILMN_1658160	FAM156A
ILMN_1652000	FAM156A
ILMN_3244110	FAM156B
ILMN_1752927	FAM160B1
ILMN_3231638	FAM160B1
ILMN_1802971	FAM160B2
ILMN_3245907	FAM160B2
ILMN_1751326	FAM162B
ILMN_3248511	FAM167A
ILMN_1687213	FAM167A
ILMN_1749868	FAM171A1
ILMN_1654542	FAM172A
ILMN_1691946	FAM173B
ILMN_1763603	FAM177A1
ILMN_1710207	FAM178A
ILMN_3233135	FAM178A
ILMN_1735502	FAM181B
ILMN_1696699	FAM184A
ILMN_2179717	FAM189A2
ILMN_1730523	FAM195A
ILMN_1733799	FAM195B
ILMN_1761941	FAM198B
ILMN_1672124	FAM198B
ILMN_2191929	FAM206A
ILMN_1685104	FAM206A
ILMN_1812091	FAM20A
ILMN_1811373	FAM20B
ILMN_1712684	FAM20C
ILMN_1708016	FAM210B
ILMN_1754538	FAM213A
ILMN_2102960	FAM214A
ILMN_1700733	FAM214A
ILMN_1812441	FAM222B
ILMN_1659536	FAM24B
ILMN_3236080	FAM26E
ILMN_1808356	FAM3A
ILMN_1706015	FAM43A
ILMN_1691760	FAM45A
ILMN_1740466	FAM46A
ILMN_1808011	FAM46B
ILMN_1713266	FAM46C
ILMN_1658452	FAM53A
ILMN_1673899	FAM57A
ILMN_1774259	FAM63B
ILMN_1680037	FAM65A
ILMN_1726597	FAM65B
ILMN_3307791	FAM69A
ILMN_1732717	FAM71E1
ILMN_1719870	FAM72D
ILMN_1781943	FAM83D
ILMN_1751328	FAM83H
ILMN_1670807	FAM84B
ILMN_3250592	FAM86A
ILMN_2400250	FAM86A
ILMN_1769532	FAM86B1
ILMN_1753482	FAM86C1
ILMN_3239168	FAM86C2P
ILMN_3236135	FAM86DP
ILMN_3239946	FAM86HP
ILMN_2285817	FAM89A
ILMN_1652677	FAM89A
ILMN_1726756	FANCB
ILMN_2235137	FANCD2
ILMN_2043452	FANCE
ILMN_1655642	FANCI
ILMN_2232854	FAP
ILMN_2143250	FAR1
ILMN_2202915	FAR2
ILMN_1694596	FAR2
ILMN_1678353	FARP1
ILMN_1793732	FARS2
ILMN_2319077	FAS
ILMN_1664098	FASTK
ILMN_2407464	FASTK
ILMN_1751362	FASTKD1
ILMN_3247578	FAT1
ILMN_1754795	FAT1
ILMN_1691249	FBLIM1
ILMN_2353143	FBLIM1
ILMN_1672536	FBLN1
ILMN_1700541	FBLN1
ILMN_1722713	FBLN1
ILMN_1774602	FBLN2
ILMN_2390919	FBLN2
ILMN_2223941	FBLN5
ILMN_1664176	FBLN5
ILMN_1783182	FBN1
ILMN_1670899	FBN2
ILMN_1697561	FBXL16
ILMN_3307782	FBXL18
ILMN_1705035	FBXL7
ILMN_1682037	FBXL8
ILMN_2285112	FBXO11
ILMN_1713682	FBXO11
ILMN_1803211	FBXO2
ILMN_1771139	FBXO31
ILMN_1664826	FBXO33
ILMN_1754811	FBXO38
ILMN_1656691	FBXO4
ILMN_1755811	FBXO4
ILMN_1672843	FBXO8
ILMN_1671427	FBXW4
ILMN_1754279	FBXW7
ILMN_2342793	FBXW8
ILMN_1750661	FBXW9
ILMN_2189870	FCF1
ILMN_2189869	FCF1
ILMN_2302757	FCGBP
ILMN_1705302	FCGRT
ILMN_1691071	FCRLA
ILMN_2144088	FDFT1
ILMN_1741096	FDFT1
ILMN_1744239	FEM1B
ILMN_2160929	FEN1
ILMN_1695290	FERMT2
ILMN_1727992	FEZ1
ILMN_1739586	FEZ2
ILMN_2403946	FEZ2
ILMN_2104141	FGD5
ILMN_2349982	FGF1
ILMN_1671777	FGF13
ILMN_2105919	FGF2
ILMN_1744693	FGF2
ILMN_1740871	FGF5
ILMN_2399100	FGF5
ILMN_1731240	FGF7
ILMN_1762531	FGF9
ILMN_1796229	FGFR1
ILMN_2410713	FGFR4
ILMN_1737604	FGGY
ILMN_1699206	FHDC1
ILMN_1805842	FHL1
ILMN_1668411	FHL2
ILMN_2355831	FHL2
ILMN_1703558	FHL3
ILMN_1651776	FHOD1
ILMN_1716247	FIBIN
ILMN_1657797	FIBP
ILMN_1777759	FIGNL2
ILMN_1738578	FILIP1L
ILMN_2391150	FILIP1L
ILMN_1730906	FILIP1L
ILMN_1658351	FIS1
ILMN_1659905	FKBP10
ILMN_1787345	FKBP11
ILMN_1665243	FKBP14
ILMN_1804863	FKBP15
ILMN_1683658	FKBP1A
ILMN_1683969	FKBP1A
ILMN_2303955	FKBP1B
ILMN_1674337	FKBP2
ILMN_1782045	FKBP4
ILMN_1717737	FKBP7
ILMN_1666121	FKBP9
ILMN_2089977	FKBP9L
ILMN_2357386	FKTN
ILMN_1665738	FLI1
ILMN_2387471	FLJ22184
ILMN_1771320	FLJ38717
ILMN_3238221	FLJ42627
